code	AB Upper Middle Class	C1 Lower Middle Class	C2 Skilled Working Class	DE Working Class
E00162348	23	51	19	29
E00162349	23	36	30	35
E00162350	32	42	19	29
E00162351	24	48	24	22
E00162352	28	48	28	39
E00162353	30	41	22	19
E00162354	12	33	23	25
E00162355	27	51	28	12
E00162356	23	37	19	14
E00162357	10	34	23	40
E00162358	22	27	23	13
E00162359	16	39	37	35
E00162360	10	35	38	35
E00162361	25	51	25	15
E00162362	22	41	31	28
E00162363	38	31	19	26
E00162364	12	12	18	10
E00162365	22	43	14	19
E00162366	20	36	15	21
E00162367	18	32	13	16
E00162368	12	34	16	7
E00162369	25	25	27	14
E00162370	21	27	19	11
E00162371	23	40	20	17
E00162372	13	43	26	17
E00162373	8	23	20	34
E00162374	28	30	19	15
E00162375	32	36	20	12
E00162376	21	34	23	26
E00162377	16	35	18	15
E00162378	30	30	22	20
E00162379	43	37	12	22
E00162380	15	33	26	23
E00162381	23	37	24	28
E00162382	26	20	22	7
E00162383	52	32	11	5
E00162384	34	26	20	6
E00162385	34	22	8	8
E00162386	16	21	23	29
E00162387	15	17	12	8
E00162388	12	22	15	19
E00162389	44	29	7	8
E00162390	30	23	21	18
E00162391	20	14	10	5
E00162392	39	27	25	21
E00162393	7	7	6	12
E00162394	45	29	28	11
E00162395	20	12	11	2
E00162396	23	18	5	6
E00162397	37	18	15	6
E00162398	11	11	24	20
E00162399	12	13	21	9
E00162400	37	18	18	12
E00162401	20	42	24	28
E00162402	29	24	16	8
E00162403	29	24	37	25
E00162404	12	40	25	22
E00162405	49	62	38	28
E00162406	24	42	32	16
E00162407	31	30	26	14
E00162408	13	12	7	3
E00162409	35	40	30	14
E00162410	34	30	28	10
E00162411	30	26	31	13
E00162412	7	8	15	10
E00162413	14	27	16	12
E00162414	24	30	23	20
E00162415	16	29	24	18
E00162416	24	32	26	13
E00162417	9	32	24	16
E00162418	7	8	16	10
E00162419	37	24	26	14
E00162420	35	24	18	8
E00162421	59	25	17	5
E00162422	38	27	20	6
E00162423	21	25	15	7
E00162424	23	22	23	19
E00162425	18	15	17	17
E00162427	28	16	7	7
E00162428	12	19	6	3
E00162429	18	18	16	7
E00162430	12	15	6	1
E00162431	46	29	16	11
E00162432	29	21	20	7
E00162433	42	33	20	17
E00162434	25	26	26	23
E00162435	40	25	17	3
E00162436	44	49	36	24
E00162437	18	20	16	8
E00162439	22	61	36	19
E00162440	24	37	28	28
E00162441	13	40	24	19
E00162442	19	46	35	20
E00162443	15	24	14	14
E00162444	2	13	15	33
E00162445	18	26	16	11
E00162446	25	20	20	20
E00162447	15	22	25	31
E00162448	12	28	31	34
E00162449	12	35	30	27
E00162450	6	16	29	39
E00162451	21	32	24	12
E00162452	13	22	17	20
E00162453	6	22	33	39
E00162454	8	14	20	28
E00162455	16	37	34	37
E00162456	20	27	31	15
E00162457	16	33	27	36
E00162458	11	24	24	29
E00162459	14	11	11	7
E00162460	23	29	22	11
E00162461	21	29	20	16
E00162462	6	18	35	42
E00162463	13	19	30	46
E00162464	15	23	23	51
E00162465	17	25	27	42
E00162466	21	15	12	11
E00162467	3	11	13	32
E00162468	20	25	24	23
E00162469	11	19	13	29
E00162470	12	27	29	36
E00162471	29	25	16	14
E00162472	17	17	9	14
E00162473	6	25	22	18
E00162474	24	28	14	8
E00162475	26	26	12	8
E00162476	22	23	13	10
E00162477	23	23	25	19
E00162478	28	36	41	13
E00162479	39	32	21	14
E00162480	28	40	36	28
E00162481	27	16	17	5
E00162482	38	30	33	15
E00162483	26	38	41	20
E00162484	32	22	26	13
E00162486	25	16	7	13
E00162487	6	12	21	23
E00162488	10	16	29	40
E00162489	15	61	30	37
E00162490	14	24	27	40
E00162491	18	40	25	29
E00162492	12	34	31	18
E00162493	15	28	27	13
E00162494	13	32	34	17
E00162495	18	25	19	16
E00162496	28	48	36	31
E00162497	7	30	23	33
E00162498	10	17	23	26
E00162499	14	21	25	48
E00162500	39	19	20	9
E00162501	25	28	21	11
E00162502	11	14	34	41
E00162503	10	19	22	36
E00162504	33	33	14	12
E00162505	23	27	20	20
E00162506	13	17	12	9
E00162507	60	42	37	22
E00162508	24	35	23	13
E00162509	10	18	26	32
E00162510	29	25	14	14
E00162511	59	17	17	7
E00162512	72	12	7	5
E00162513	30	26	8	9
E00162514	35	28	14	14
E00162515	36	46	22	30
E00162516	36	29	3	9
E00162517	53	22	17	5
E00162518	23	5	9	7
E00162520	31	28	20	30
E00162521	63	27	3	5
E00162522	18	25	24	27
E00162523	31	18	15	10
E00162524	24	25	16	18
E00162525	26	25	10	11
E00162526	34	27	27	7
E00162527	19	28	23	17
E00162528	33	12	17	9
E00162529	21	31	21	19
E00162530	20	29	18	15
E00162531	22	21	13	9
E00162532	26	27	25	18
E00162533	18	34	20	11
E00162534	34	32	12	15
E00162535	10	19	27	21
E00162536	19	12	16	9
E00162537	36	49	28	17
E00162538	45	41	24	14
E00162539	54	33	34	16
E00162540	17	32	10	7
E00162541	22	15	17	4
E00162542	67	43	25	23
E00162543	6	14	25	27
E00162544	35	23	19	8
E00162545	22	21	18	21
E00162546	32	27	12	6
E00162547	31	43	41	62
E00162548	14	23	19	24
E00162549	30	24	20	17
E00162550	6	18	27	34
E00162551	28	22	9	11
E00162552	15	26	17	9
E00162553	19	21	20	11
E00162554	18	17	15	5
E00162555	42	25	28	12
E00162556	40	27	13	14
E00162557	29	26	23	17
E00162558	32	28	14	6
E00162559	24	32	28	11
E00162560	19	29	18	33
E00162561	33	24	24	22
E00162562	13	17	27	28
E00162563	22	25	15	11
E00162564	36	39	20	9
E00162565	32	34	9	6
E00162566	43	31	19	16
E00162567	44	36	11	17
E00162568	36	12	25	15
E00162569	54	28	15	6
E00162570	18	19	20	23
E00162571	40	35	29	13
E00162572	36	24	11	5
E00162573	34	17	15	7
E00162574	35	55	33	34
E00162575	23	37	37	18
E00162578	20	36	26	14
E00162579	20	21	26	7
E00162580	58	42	19	20
E00162582	29	26	17	26
E00162583	22	25	11	9
E00162584	40	16	15	11
E00162585	17	19	14	26
E00162586	18	28	25	11
E00162587	48	37	29	8
E00162588	26	11	7	3
E00162589	48	20	19	17
E00162590	13	12	8	7
E00162591	23	18	11	8
E00162592	36	31	12	7
E00162593	21	22	13	10
E00162595	16	31	20	12
E00162596	19	47	27	12
E00162597	24	39	26	21
E00162600	19	48	35	23
E00162601	7	48	37	40
E00162602	29	74	18	12
E00162603	15	86	21	8
E00162604	9	32	34	40
E00162605	13	108	12	5
E00162606	15	58	31	31
E00162607	15	104	17	9
E00162608	20	89	51	51
E00162609	11	76	33	23
E00162610	15	86	21	27
E00162611	23	95	39	56
E00162614	18	13	8	8
E00162615	53	41	20	10
E00162616	14	13	13	7
E00162617	48	67	10	5
E00162618	9	18	31	33
E00162619	21	22	15	8
E00162620	28	18	15	9
E00162621	9	12	7	7
E00162622	21	26	16	11
E00162623	21	22	16	12
E00162624	15	16	4	6
E00162625	8	15	28	23
E00162626	28	21	17	3
E00162627	18	10	13	3
E00162628	48	33	10	10
E00162629	28	27	20	11
E00162630	23	33	20	15
E00162631	47	31	8	3
E00162632	33	30	20	11
E00162633	19	12	13	4
E00162634	28	13	15	6
E00162635	50	34	11	4
E00162636	52	21	19	10
E00162637	52	33	7	5
E00162638	23	34	19	20
E00162639	39	21	22	8
E00162640	58	45	17	8
E00162641	43	29	11	5
E00162642	33	20	29	20
E00162643	47	30	27	11
E00162644	22	28	14	12
E00162645	37	20	10	6
E00162646	64	44	25	8
E00162647	25	11	16	20
E00162648	33	23	27	10
E00162649	33	23	13	13
E00162650	36	24	9	5
E00162651	27	22	15	5
E00162652	27	28	10	9
E00162653	23	20	13	6
E00162654	21	33	24	25
E00162655	36	65	16	14
E00162656	18	37	12	15
E00162657	40	21	14	8
E00162658	21	23	20	10
E00162659	46	26	19	10
E00162660	34	27	15	15
E00162661	9	32	27	51
E00162663	16	12	7	4
E00162664	31	24	17	7
E00162665	15	16	19	12
E00162666	41	23	19	10
E00162667	25	18	21	9
E00162668	33	15	4	5
E00162669	20	13	12	4
E00162670	53	18	17	6
E00162671	31	25	22	16
E00162672	39	11	35	9
E00162673	38	34	30	13
E00162674	13	18	12	8
E00162675	51	24	13	5
E00162676	54	22	27	20
E00162677	33	38	13	10
E00162678	23	16	33	19
E00162679	66	25	17	9
E00162680	8	8	8	8
E00162681	10	13	11	2
E00162682	42	21	11	3
E00162683	76	37	11	15
E00162684	19	20	25	14
E00162685	40	36	18	9
E00162686	13	25	35	43
E00162687	19	29	24	22
E00162688	16	34	31	44
E00162689	21	37	30	17
E00162690	4	15	15	35
E00162691	12	26	23	37
E00162692	24	37	30	47
E00162693	7	26	21	50
E00162694	12	27	29	22
E00162695	8	20	20	32
E00162696	26	48	20	10
E00162697	29	24	14	11
E00162699	39	30	38	22
E00162701	9	18	24	22
E00162704	30	33	47	55
E00162705	19	37	44	39
E00162706	5	24	26	37
E00162707	36	43	24	14
E00162708	35	41	21	10
E00162709	8	7	8	7
E00162710	11	21	15	17
E00162711	7	18	13	21
E00162712	15	42	23	22
E00162713	28	29	21	19
E00162714	15	35	28	14
E00162715	17	34	24	24
E00162716	30	35	20	42
E00162717	19	28	17	25
E00162718	19	33	33	20
E00162719	19	23	21	24
E00162720	18	29	20	17
E00162721	10	20	25	40
E00162722	20	32	32	26
E00162723	3	18	33	39
E00162724	24	25	25	21
E00162725	18	21	20	8
E00162726	31	23	13	7
E00162727	53	55	30	15
E00162728	32	40	30	14
E00162729	30	32	26	10
E00162730	30	25	20	15
E00162731	52	37	11	15
E00162732	56	53	11	12
E00162733	47	49	30	20
E00162734	33	19	12	2
E00162735	41	37	29	17
E00162736	49	43	15	4
E00162737	30	50	27	19
E00162738	29	34	17	23
E00162739	34	46	25	21
E00162740	35	40	16	12
E00162741	61	51	31	16
E00162742	45	33	16	3
E00162743	57	31	16	13
E00162744	48	27	19	13
E00162745	46	46	19	10
E00162746	30	35	19	17
E00162747	33	44	22	11
E00162748	63	30	6	3
E00162749	70	32	8	4
E00162750	46	38	15	7
E00162751	53	35	9	11
E00162752	27	33	23	16
E00162753	19	25	11	5
E00162754	15	24	26	29
E00162756	14	26	15	46
E00162757	31	24	19	21
E00162758	28	39	16	14
E00162759	21	28	21	19
E00162760	40	62	29	36
E00162761	6	18	27	39
E00162762	12	30	19	38
E00162763	20	34	24	18
E00162764	38	27	26	32
E00162765	21	21	31	25
E00162766	32	50	39	28
E00162767	7	15	14	33
E00162768	27	31	24	34
E00162769	3	23	21	72
E00162770	19	35	32	23
E00162771	24	37	23	16
E00162772	34	44	23	16
E00162773	39	42	31	45
E00162775	51	29	14	5
E00162776	21	22	28	32
E00162777	9	16	24	38
E00162778	23	28	14	13
E00162779	16	24	19	31
E00162780	18	31	19	14
E00162781	7	24	22	61
E00162782	32	30	17	18
E00162783	22	34	20	8
E00162784	27	20	19	17
E00162785	15	19	35	27
E00162786	29	34	17	13
E00162787	48	65	34	40
E00162788	22	19	21	39
E00162789	21	29	31	41
E00162790	24	32	31	38
E00162791	14	19	36	32
E00162792	27	23	21	14
E00162793	46	28	8	6
E00162794	6	9	9	13
E00162795	36	22	10	10
E00162796	18	12	17	10
E00162797	16	25	9	8
E00162798	22	17	16	6
E00162800	32	41	16	17
E00162801	67	33	20	5
E00162802	34	33	32	24
E00162803	30	23	6	4
E00162804	26	32	27	30
E00162805	20	28	26	19
E00162806	37	32	14	9
E00162807	32	26	16	12
E00162808	30	37	33	19
E00162809	17	37	23	30
E00162810	50	43	33	22
E00162811	38	46	25	22
E00162813	34	32	14	13
E00162814	45	39	32	28
E00162815	18	37	29	21
E00162816	25	41	30	16
E00162817	34	40	25	19
E00162818	19	42	19	29
E00162819	23	47	23	25
E00162820	20	31	28	22
E00162821	36	32	12	9
E00162822	20	44	24	13
E00162823	50	29	14	6
E00162824	35	52	32	17
E00162825	13	15	22	30
E00162826	24	27	25	17
E00162827	6	17	20	22
E00162828	5	27	22	43
E00162829	17	22	23	26
E00162830	16	25	27	17
E00162831	13	35	24	18
E00162832	26	18	22	21
E00162833	10	24	23	36
E00162834	26	28	21	10
E00162835	9	18	20	33
E00162836	10	16	31	47
E00162837	11	12	20	26
E00162838	27	26	22	11
E00162839	11	19	38	37
E00162840	27	28	23	11
E00162841	5	18	25	28
E00162842	31	26	20	11
E00162843	35	68	14	19
E00162844	27	32	18	10
E00162846	15	32	23	14
E00162847	29	28	20	12
E00162848	16	32	20	21
E00162849	27	26	15	11
E00162850	39	33	18	7
E00162851	37	30	11	9
E00162852	14	13	10	15
E00162853	13	12	10	8
E00162854	31	34	19	10
E00162855	24	35	13	11
E00162856	31	25	13	16
E00162857	21	27	13	10
E00162858	33	20	14	11
E00162859	16	14	9	6
E00162860	26	31	12	9
E00162861	22	27	10	10
E00162862	27	20	19	28
E00162863	25	33	11	6
E00162864	16	23	25	30
E00162865	16	18	35	51
E00162866	11	15	9	9
E00162867	18	27	4	10
E00162868	44	30	20	15
E00162869	33	35	33	16
E00162870	44	24	17	10
E00162871	41	35	18	22
E00162872	11	17	19	25
E00162873	22	28	12	13
E00162874	26	17	15	10
E00162875	36	41	24	15
E00162876	31	22	21	20
E00162877	4	21	18	26
E00162878	21	11	17	4
E00162879	27	31	17	4
E00162880	26	18	18	17
E00162881	8	18	32	33
E00162882	68	48	37	16
E00162883	26	21	9	4
E00162884	26	34	41	28
E00162885	58	51	24	11
E00162886	28	16	15	6
E00162887	27	28	19	10
E00162888	10	9	9	8
E00162889	23	24	16	16
E00162890	40	25	21	12
E00162891	28	34	17	12
E00162892	33	15	17	12
E00162893	65	33	24	16
E00162894	36	27	20	7
E00162895	50	29	12	10
E00162896	46	33	15	10
E00162897	39	26	28	8
E00162898	52	30	16	6
E00162899	17	11	7	4
E00162900	15	17	15	6
E00162901	49	38	12	8
E00162902	46	18	16	20
E00162903	64	51	16	5
E00162904	29	26	21	18
E00162905	28	18	15	6
E00162906	32	36	24	37
E00162907	35	35	17	23
E00162908	64	23	18	9
E00162909	62	39	21	8
E00162910	35	32	24	15
E00162911	18	25	32	23
E00162912	37	29	16	17
E00162913	34	25	19	9
E00162914	43	48	19	6
E00162915	14	74	22	12
E00162916	28	21	16	7
E00162917	10	24	20	19
E00162918	34	54	29	13
E00162919	10	81	23	3
E00162920	14	20	24	19
E00162921	22	26	17	14
E00162922	53	37	15	12
E00162923	12	38	30	20
E00162924	33	42	14	15
E00162926	9	79	19	9
E00162927	6	10	8	8
E00162928	17	19	17	14
E00162929	24	17	13	4
E00162930	35	18	24	12
E00162931	42	34	13	12
E00162932	11	22	22	38
E00162933	39	26	20	14
E00162934	29	21	14	20
E00162935	45	33	21	23
E00162936	47	34	12	9
E00162938	49	22	22	8
E00162939	8	22	24	31
E00162940	39	31	17	14
E00162941	59	40	26	16
E00162942	21	23	28	20
E00162943	47	26	17	9
E00162944	27	30	29	25
E00162945	31	18	25	19
E00162946	43	20	11	9
E00162947	34	17	4	4
E00162948	41	16	9	6
E00162949	58	39	26	6
E00162950	56	30	16	7
E00162951	37	14	15	10
E00162952	54	35	17	3
E00162953	47	40	29	31
E00162955	24	43	19	24
E00162956	50	26	8	8
E00162957	26	30	18	22
E00162958	10	24	22	42
E00162959	20	23	15	22
E00162960	20	27	19	16
E00162961	17	31	18	27
E00162962	13	28	22	22
E00162963	9	27	20	44
E00162964	16	26	23	25
E00162965	14	30	18	47
E00162966	30	19	20	10
E00162967	29	21	19	8
E00162968	32	32	21	16
E00162969	35	32	26	12
E00162970	31	27	21	14
E00162971	23	29	21	22
E00162972	31	19	13	4
E00162973	37	21	20	9
E00162974	28	34	13	8
E00162975	8	27	23	29
E00162976	13	22	23	28
E00162977	19	26	26	34
E00162978	41	23	21	19
E00162979	51	33	11	10
E00162980	35	25	16	5
E00162981	21	16	17	13
E00162982	23	60	9	13
E00162983	43	13	12	15
E00162984	30	30	20	17
E00162985	33	16	9	5
E00162986	46	21	17	6
E00162987	30	12	9	4
E00162988	16	10	5	7
E00162989	43	25	10	5
E00162990	32	22	19	12
E00162991	8	35	7	9
E00162992	65	42	31	34
E00162993	53	34	12	8
E00162994	44	28	14	9
E00162995	26	17	15	3
E00162996	38	24	15	13
E00162997	34	22	27	26
E00162998	13	13	4	5
E00162999	19	25	16	16
E00163000	43	27	12	9
E00163001	29	33	8	6
E00163002	39	24	22	6
E00163003	35	27	14	16
E00163004	22	21	20	9
E00163005	41	27	13	4
E00163006	43	46	34	15
E00163007	21	20	27	38
E00163008	15	31	17	9
E00163009	23	38	23	41
E00163010	13	17	26	30
E00163011	25	42	17	14
E00163012	7	20	28	46
E00163013	24	34	6	15
E00163014	19	30	15	26
E00163015	19	35	18	16
E00163016	28	30	16	16
E00163017	15	30	33	30
E00163018	8	22	21	30
E00163019	15	24	24	21
E00163020	21	28	16	11
E00163021	15	27	40	19
E00163022	10	29	28	13
E00163023	34	27	19	15
E00163024	40	28	19	19
E00163025	49	40	21	4
E00163026	29	49	8	12
E00163027	49	40	21	18
E00163028	33	36	13	18
E00163029	27	28	23	7
E00163030	13	19	6	6
E00163031	19	36	24	17
E00163032	27	44	32	24
E00163033	26	33	13	19
E00163034	21	27	16	7
E00163035	11	22	22	31
E00163036	14	19	5	7
E00163037	42	33	8	5
E00163038	42	31	12	8
E00163039	46	59	32	33
E00163040	28	23	13	6
E00163041	14	20	21	26
E00163042	32	13	11	5
E00163043	23	35	24	24
E00163044	22	29	12	12
E00163045	35	28	23	15
E00163046	16	27	29	24
E00163047	44	26	18	8
E00163048	48	33	18	11
E00163049	26	10	5	8
E00163050	38	48	27	16
E00163051	24	39	16	7
E00163052	27	19	18	8
E00163053	26	14	11	15
E00163054	35	24	23	8
E00163055	33	23	8	6
E00163056	33	30	18	8
E00163057	25	13	17	4
E00163058	43	19	11	5
E00163059	42	26	23	10
E00163060	34	25	10	16
E00163061	40	35	17	6
E00163062	46	24	28	8
E00163063	49	27	19	16
E00163064	25	39	11	12
E00163065	43	64	40	35
E00163066	15	33	24	9
E00163067	30	31	25	13
E00163068	26	28	25	20
E00163069	15	32	17	20
E00163071	15	12	8	2
E00163073	5	10	8	11
E00163074	20	22	20	13
E00163075	8	19	23	27
E00163076	15	14	19	8
E00163077	0	11	19	13
E00163078	8	22	17	35
E00163079	16	30	17	11
E00163080	11	26	32	31
E00163081	5	22	11	45
E00163082	26	46	26	25
E00163083	31	36	36	34
E00163084	34	38	19	11
E00163085	11	27	28	45
E00163086	18	21	17	13
E00163087	13	45	27	24
E00163088	19	22	10	15
E00163089	31	28	27	10
E00163090	17	43	23	23
E00163091	11	23	9	2
E00163092	21	50	33	35
E00163093	11	28	18	22
E00163094	15	43	28	26
E00163095	6	23	25	35
E00163096	14	24	24	13
E00163097	6	26	30	46
E00163098	3	18	18	75
E00163099	6	24	31	33
E00163100	9	24	39	33
E00163101	17	19	17	21
E00163102	7	24	28	23
E00163103	41	63	30	53
E00163104	23	35	19	15
E00163105	30	44	26	17
E00163106	14	17	24	32
E00163107	9	13	32	48
E00163108	4	18	31	44
E00163109	15	22	18	22
E00163110	3	23	26	35
E00163111	7	16	24	48
E00163112	4	28	32	36
E00163113	8	22	29	58
E00163114	6	26	25	48
E00163115	37	36	13	13
E00163116	10	24	21	33
E00163117	4	22	22	21
E00163118	7	21	21	29
E00163119	11	20	25	20
E00163120	18	23	15	14
E00163121	51	30	12	8
E00163122	27	32	22	20
E00163123	8	26	18	20
E00163124	12	26	21	26
E00163125	38	31	24	31
E00163126	53	36	12	5
E00163127	87	55	33	15
E00163129	6	30	17	23
E00163130	10	16	18	32
E00163132	29	70	13	2
E00163133	15	36	17	9
E00163135	18	35	19	17
E00163136	10	86	13	5
E00163137	43	108	23	9
E00163138	13	58	22	21
E00163139	17	16	10	7
E00163140	13	20	22	12
E00163141	16	27	2	4
E00163142	14	12	11	8
E00163143	22	23	8	7
E00163144	14	8	14	11
E00163145	21	23	17	10
E00163146	46	29	18	14
E00163147	41	27	21	9
E00163148	19	17	22	14
E00163149	22	18	15	11
E00163150	35	29	27	11
E00163151	24	23	16	3
E00163152	18	11	10	5
E00163153	31	20	17	5
E00163154	22	16	21	11
E00163155	24	21	26	10
E00163156	10	13	23	18
E00163157	18	12	5	4
E00163158	22	14	17	9
E00163159	33	35	19	11
E00163160	24	15	22	23
E00163161	32	26	25	18
E00163162	33	27	22	12
E00163163	30	27	15	13
E00163164	18	23	21	8
E00163165	13	13	24	25
E00163166	18	25	20	14
E00163167	39	21	20	9
E00163168	27	30	20	17
E00163169	30	28	18	8
E00163170	26	21	18	14
E00163171	41	15	17	13
E00163172	38	29	18	1
E00163173	43	15	9	14
E00163174	10	18	29	30
E00163175	30	18	14	7
E00163176	23	18	14	7
E00163177	29	39	17	14
E00163178	19	94	8	14
E00163179	12	111	10	8
E00163180	20	44	11	2
E00163181	19	24	23	8
E00163183	10	19	26	25
E00163184	9	14	19	24
E00163185	19	103	13	9
E00163187	16	27	22	15
E00163188	26	31	29	14
E00163189	32	59	34	10
E00163190	11	27	39	13
E00163191	13	26	16	15
E00163192	29	20	13	12
E00163193	15	43	28	9
E00163194	17	27	20	30
E00163195	18	22	25	15
E00163196	8	31	25	22
E00163197	41	53	33	42
E00163198	29	18	7	7
E00163199	24	16	14	8
E00163200	17	14	13	10
E00163201	49	60	30	36
E00163202	33	22	18	7
E00163203	12	15	25	7
E00163204	29	29	23	12
E00163205	37	36	19	12
E00163206	16	29	24	20
E00163207	34	47	22	23
E00163208	14	27	25	25
E00163209	24	25	29	10
E00163210	16	28	23	14
E00163211	20	29	16	18
E00163212	28	38	21	19
E00163213	22	27	25	13
E00163214	19	37	16	17
E00163215	28	31	15	12
E00163216	21	26	17	16
E00163217	35	32	23	17
E00163218	21	40	25	25
E00163219	7	9	4	14
E00163222	6	3	13	15
E00163223	15	12	13	17
E00163224	35	28	14	12
E00163225	14	10	6	4
E00163226	24	39	22	26
E00163227	19	29	16	7
E00163228	9	19	12	8
E00163229	24	17	16	12
E00163230	17	33	23	21
E00163231	22	25	28	23
E00163232	53	19	12	7
E00163233	23	30	15	9
E00163234	20	30	10	4
E00163235	28	28	22	18
E00163236	49	20	10	7
E00163237	45	60	25	24
E00163238	46	39	25	20
E00163239	25	36	15	28
E00163240	47	33	15	9
E00163241	23	45	12	10
E00163242	41	24	5	5
E00163243	15	20	12	12
E00163244	29	21	8	10
E00163245	5	19	15	24
E00163246	15	17	24	16
E00163247	15	14	10	14
E00163248	4	19	9	46
E00163249	13	19	13	7
E00163250	20	22	12	12
E00163251	23	31	14	11
E00163252	15	24	16	9
E00163253	25	15	18	14
E00163254	10	21	12	17
E00163255	23	30	23	13
E00163256	31	30	24	12
E00163257	13	11	6	2
E00163258	23	24	21	16
E00163259	35	22	8	4
E00163260	19	20	28	9
E00163261	30	22	26	10
E00163262	13	9	13	9
E00163263	30	21	15	17
E00163265	28	20	21	10
E00163266	69	23	10	7
E00163267	14	9	7	5
E00163268	23	11	9	6
E00163269	14	16	18	4
E00163270	22	33	13	10
E00163271	37	42	24	32
E00163272	10	22	28	13
E00163273	14	16	13	6
E00163274	7	16	20	10
E00163275	11	14	13	3
E00163276	31	28	25	11
E00163277	35	21	36	12
E00163278	32	34	24	12
E00163279	10	23	24	30
E00163280	12	11	10	2
E00163281	24	16	11	7
E00163282	20	18	18	5
E00163283	33	35	19	18
E00163284	25	24	14	10
E00163285	34	28	23	23
E00163286	11	29	25	16
E00163287	37	29	16	19
E00163288	39	27	15	12
E00163289	34	41	12	19
E00163290	26	24	13	24
E00163291	41	31	16	12
E00163292	6	9	10	10
E00163293	44	33	17	14
E00163294	54	30	2	10
E00163295	17	36	13	27
E00163296	30	23	15	31
E00163297	33	36	17	12
E00163298	20	14	22	22
E00163299	31	32	9	20
E00163300	32	35	8	8
E00163301	36	36	13	10
E00163302	34	29	15	13
E00163303	40	28	9	2
E00163304	15	34	18	15
E00163305	44	31	8	14
E00163306	26	26	8	16
E00163307	21	26	15	22
E00163308	26	16	12	3
E00163309	31	39	14	6
E00163310	13	24	13	36
E00163311	41	32	28	5
E00163312	19	23	11	14
E00163313	31	31	18	11
E00163314	14	19	16	10
E00163315	5	16	13	22
E00163316	29	21	9	5
E00163317	12	28	9	28
E00163318	33	34	9	9
E00163319	15	18	16	23
E00163320	25	28	15	10
E00163321	37	24	14	15
E00163322	31	39	11	26
E00163323	24	40	21	12
E00163324	18	40	16	17
E00163325	19	31	19	28
E00163326	16	13	12	35
E00163327	11	30	23	53
E00163328	31	25	11	18
E00163329	11	13	15	42
E00163330	20	12	9	6
E00163331	28	31	17	19
E00163332	25	24	13	26
E00163333	31	33	23	11
E00163334	6	7	6	12
E00163335	19	16	6	6
E00163336	32	36	17	33
E00163337	16	26	12	33
E00163338	23	26	12	8
E00163339	19	27	25	22
E00163340	24	29	19	30
E00163342	18	38	19	11
E00163343	22	41	21	24
E00163344	14	21	13	19
E00163345	16	25	23	13
E00163346	16	39	13	16
E00163347	29	32	21	30
E00163348	16	29	19	20
E00163349	16	38	20	31
E00163350	32	35	27	31
E00163351	26	32	14	23
E00163352	14	15	11	4
E00163353	21	23	21	21
E00163354	26	28	23	11
E00163355	8	26	31	28
E00163356	39	25	16	9
E00163357	6	12	7	22
E00163358	47	38	26	17
E00163359	32	33	16	7
E00163360	23	19	14	9
E00163361	35	16	19	6
E00163362	21	17	14	11
E00163363	32	36	23	14
E00163364	21	15	13	7
E00163365	30	45	35	18
E00163366	12	10	3	3
E00163367	17	17	12	5
E00163368	11	18	15	12
E00163369	22	22	15	5
E00163370	26	16	11	7
E00163371	13	13	7	9
E00163372	19	33	26	15
E00163373	15	10	33	40
E00163374	22	28	20	17
E00163375	7	22	22	21
E00163376	39	26	24	10
E00163377	23	33	16	15
E00163378	23	33	28	13
E00163379	22	21	18	9
E00163380	26	41	16	11
E00163381	18	22	19	7
E00163382	21	34	14	11
E00163383	25	20	11	7
E00163384	23	27	23	11
E00163385	29	27	24	12
E00163386	35	33	16	11
E00163387	32	25	18	9
E00163388	21	23	18	5
E00163389	24	33	16	15
E00163390	25	28	19	6
E00163391	48	34	15	15
E00163392	40	19	23	9
E00163393	33	29	14	5
E00163394	17	39	14	9
E00163395	14	19	14	6
E00163396	8	4	9	8
E00163397	31	30	20	12
E00163398	25	24	37	13
E00163399	27	25	16	17
E00163400	10	20	20	20
E00163401	19	24	22	10
E00163402	23	17	16	16
E00163403	18	21	22	7
E00163404	12	18	18	13
E00163405	23	23	37	40
E00163406	11	16	30	26
E00163407	4	15	14	40
E00163408	22	29	25	13
E00163409	15	18	20	10
E00163410	13	22	20	18
E00163411	28	20	26	9
E00163412	16	12	7	9
E00163413	42	38	25	19
E00163414	22	21	16	19
E00163415	6	19	20	24
E00163416	46	13	13	5
E00163417	19	17	29	36
E00163418	18	30	18	11
E00163419	17	69	22	24
E00163420	14	25	25	11
E00163421	9	19	26	35
E00163422	17	32	21	13
E00163423	27	24	22	20
E00163424	15	30	5	17
E00163425	15	25	27	23
E00163426	9	15	15	18
E00163427	37	19	19	6
E00163428	23	27	17	9
E00163429	25	17	15	6
E00163430	35	14	11	3
E00163431	22	18	10	9
E00163432	28	20	22	11
E00163433	46	31	27	11
E00163434	45	24	12	12
E00163435	40	23	7	5
E00163436	33	25	12	3
E00163437	31	32	21	12
E00163438	34	19	22	15
E00163439	8	10	15	7
E00163440	12	17	24	25
E00163441	55	40	14	12
E00163442	31	42	15	9
E00163443	25	25	18	6
E00163444	25	24	8	10
E00163445	51	30	16	14
E00163446	16	17	20	18
E00163447	36	16	13	32
E00163448	32	27	15	11
E00163449	26	30	15	16
E00163450	37	25	21	7
E00163451	25	20	10	2
E00163452	35	30	11	8
E00163453	29	25	14	19
E00163454	45	37	12	4
E00163455	43	26	9	2
E00163456	33	31	14	28
