code	AB Upper Middle Class	C1 Lower Middle Class	C2 Skilled Working Class	DE Working Class
E00163457	22	9	6	13
E00163458	37	14	5	3
E00163459	15	33	17	22
E00163460	42	13	10	5
E00163461	33	11	9	3
E00163462	35	24	7	10
E00163463	45	37	14	14
E00163464	50	22	10	12
E00163465	34	25	5	7
E00163466	21	9	4	6
E00163467	33	31	14	4
E00163468	41	22	10	9
E00163469	31	26	8	5
E00163470	19	26	19	37
E00163471	40	39	20	26
E00163472	26	29	21	22
E00163473	34	22	7	18
E00163474	11	9	17	34
E00163475	20	24	11	19
E00163476	20	17	17	15
E00163477	30	28	10	6
E00163478	39	34	20	3
E00163479	43	28	8	7
E00163480	42	28	23	15
E00163481	27	27	15	18
E00163482	31	27	31	19
E00163483	29	24	17	6
E00163484	20	22	26	18
E00163485	27	25	23	5
E00163487	14	23	25	12
E00163488	28	26	27	10
E00163490	12	23	34	42
E00163491	35	27	24	13
E00163492	18	25	22	13
E00163493	17	24	32	21
E00163494	12	18	17	13
E00163495	14	7	17	12
E00163496	21	26	23	15
E00163497	30	29	16	13
E00163498	36	35	12	6
E00163499	28	22	18	6
E00163500	38	19	19	9
E00163501	16	35	22	24
E00163502	14	12	8	3
E00163503	17	21	18	24
E00163504	31	26	11	6
E00163505	29	19	4	5
E00163506	37	35	29	27
E00163507	27	14	13	20
E00163508	20	30	29	24
E00163509	28	10	22	8
E00163510	27	20	16	18
E00163511	48	21	15	4
E00163512	28	28	20	5
E00163513	52	50	26	23
E00163514	49	29	16	6
E00163515	36	20	9	6
E00163516	38	17	9	5
E00163517	38	47	25	20
E00163518	60	32	16	14
E00163519	38	30	11	6
E00163520	28	26	6	5
E00163521	21	6	7	0
E00163522	13	12	18	19
E00163523	30	9	14	13
E00163524	18	17	8	10
E00163525	30	22	10	5
E00163526	33	29	12	0
E00163527	19	18	10	16
E00163528	17	19	13	10
E00163529	39	20	6	5
E00163530	42	21	6	7
E00163531	1	14	32	43
E00163532	14	21	32	31
E00163533	6	16	18	53
E00163534	10	25	24	32
E00163535	18	37	28	33
E00163536	12	20	24	12
E00163537	18	31	23	26
E00163538	14	21	32	18
E00163539	26	29	21	25
E00163540	8	39	50	35
E00163541	9	24	18	33
E00163542	17	61	43	62
E00163543	22	39	36	44
E00163544	11	32	30	44
E00163545	9	21	32	30
E00163546	14	29	35	45
E00163547	8	22	28	24
E00163548	2	10	7	25
E00163549	11	25	19	57
E00163550	11	27	35	24
E00163551	10	18	18	25
E00163552	10	14	6	21
E00163553	18	31	27	25
E00163554	18	34	26	28
E00163555	21	30	18	23
E00163556	24	20	12	25
E00163557	8	20	17	46
E00163558	24	32	19	19
E00163559	20	33	30	23
E00163560	5	18	16	45
E00163561	3	3	4	7
E00163562	13	16	14	9
E00163563	12	14	23	18
E00163564	8	34	25	23
E00163565	16	34	20	18
E00163566	10	38	38	30
E00163567	24	38	22	21
E00163568	15	31	20	16
E00163569	13	27	26	16
E00163570	22	26	25	10
E00163571	11	31	20	24
E00163573	11	23	16	19
E00163574	2	12	23	32
E00163576	17	10	11	7
E00163577	11	20	28	20
E00163578	11	36	29	21
E00163579	21	41	20	21
E00163580	33	32	17	17
E00163581	27	38	26	24
E00163582	34	30	13	8
E00163583	24	31	20	14
E00163584	15	9	6	6
E00163585	40	49	42	34
E00163586	10	26	42	36
E00163587	14	30	30	25
E00163588	12	33	25	27
E00163589	17	18	16	18
E00163590	12	12	12	13
E00163591	9	18	16	19
E00163592	20	36	29	32
E00163593	10	27	25	25
E00163594	10	26	34	31
E00163595	12	22	21	40
E00163596	24	19	18	6
E00163597	29	25	20	14
E00163598	13	22	22	32
E00163599	8	5	13	6
E00163600	39	42	25	17
E00163601	13	22	13	13
E00163602	33	25	15	8
E00163603	24	24	18	11
E00163604	12	10	14	17
E00163605	17	12	12	4
E00163606	12	31	20	40
E00163607	25	26	22	15
E00163608	50	40	28	9
E00163609	15	18	17	14
E00163610	16	30	26	50
E00163611	14	23	22	24
E00163612	15	21	23	20
E00163613	13	22	25	17
E00163614	31	25	11	9
E00163615	54	42	22	14
E00163616	31	33	11	5
E00163617	67	66	29	25
E00163618	37	34	23	13
E00163619	17	42	27	20
E00163620	30	25	15	8
E00163621	14	14	10	6
E00163622	13	18	17	13
E00163623	31	32	17	20
E00163626	7	17	7	3
E00163627	29	18	31	24
E00163628	32	22	23	21
E00163629	16	29	17	16
E00163630	18	31	17	18
E00163631	22	33	11	6
E00163632	14	12	7	4
E00163633	45	43	28	18
E00163634	23	21	14	6
E00163635	26	30	30	15
E00163636	16	18	24	8
E00163637	20	27	15	27
E00163638	19	34	25	29
E00163639	23	34	22	15
E00163640	18	31	20	26
E00163641	30	24	25	7
E00163642	37	25	14	6
E00163643	24	10	5	3
E00163644	36	44	16	16
E00163645	27	24	18	9
E00163646	18	20	20	23
E00163647	25	26	16	11
E00163649	14	31	28	37
E00163650	32	33	23	41
E00163651	9	33	21	61
E00163652	22	20	26	22
E00163654	27	34	20	22
E00163655	24	35	27	32
E00163656	43	22	21	17
E00163657	10	24	26	46
E00163658	14	23	25	29
E00163659	12	28	23	37
E00163660	6	14	21	24
E00163661	6	17	24	35
E00163662	7	16	12	12
E00163663	15	27	19	28
E00163664	4	20	29	55
E00163665	7	19	17	62
E00163666	17	28	37	62
E00163667	45	50	30	24
E00163668	16	39	26	36
E00163669	28	34	30	34
E00163670	9	27	19	20
E00163671	18	26	22	24
E00163672	8	22	24	25
E00163673	5	18	23	31
E00163674	13	25	25	38
E00163675	11	30	24	33
E00163676	14	33	25	20
E00163677	10	14	22	30
E00163678	18	23	23	15
E00163679	13	19	9	17
E00163680	21	23	22	21
E00163681	14	33	23	19
E00163682	12	19	28	36
E00163683	16	27	23	37
E00163684	18	25	20	35
E00163685	24	32	26	32
E00163686	14	34	25	31
E00163687	4	13	22	46
E00163688	31	45	30	68
E00163689	16	28	17	61
E00163691	9	27	20	54
E00163692	9	32	22	35
E00163693	15	39	42	42
E00163694	24	39	24	48
E00163695	7	20	19	35
E00163696	15	26	27	28
E00163697	13	22	33	36
E00163698	7	27	21	33
E00163699	29	30	23	26
E00163700	22	23	24	11
E00163701	29	34	24	19
E00163702	18	31	27	22
E00163703	27	35	19	18
E00163704	15	42	27	21
E00163705	10	33	23	46
E00163706	10	25	18	36
E00163707	10	18	21	50
E00163708	16	19	14	18
E00163709	12	27	32	74
E00163710	27	23	15	13
E00163711	19	22	17	17
E00163712	24	23	24	14
E00163713	17	26	25	24
E00163714	14	32	27	30
E00163715	22	32	28	17
E00163716	17	18	24	32
E00163717	21	32	16	20
E00163718	22	29	15	14
E00163719	8	24	18	35
E00163720	5	19	21	41
E00163721	9	27	21	56
E00163722	13	24	23	72
E00163723	25	25	13	5
E00163724	22	22	14	7
E00163725	29	40	25	22
E00163727	27	17	21	34
E00163728	11	31	15	11
E00163729	45	54	36	26
E00163731	12	34	30	43
E00163732	15	28	18	23
E00163733	6	21	12	32
E00163734	20	35	20	31
E00163735	29	29	17	17
E00163736	23	25	25	13
E00163737	16	34	30	53
E00163738	22	21	25	19
E00163739	20	22	20	26
E00163740	15	42	20	24
E00163741	11	14	3	12
E00163742	20	13	4	7
E00163743	21	15	16	10
E00163744	5	21	25	53
E00163745	20	46	19	32
E00163746	15	14	21	18
E00163747	18	35	16	8
E00163748	55	82	9	6
E00163749	14	72	9	7
E00163750	6	19	12	11
E00163751	10	94	9	9
E00163752	24	20	23	18
E00163753	19	28	21	14
E00163754	42	42	13	10
E00163755	15	39	33	45
E00163756	11	22	19	20
E00163757	20	35	14	32
E00163758	9	15	35	32
E00163759	13	44	28	27
E00163760	1	7	10	10
E00163761	6	15	23	44
E00163762	9	22	16	12
E00163763	19	32	17	12
E00163764	26	36	17	5
E00163765	17	21	9	15
E00163766	20	29	23	9
E00163767	18	25	25	10
E00163768	15	24	19	15
E00163769	19	34	18	16
E00163770	15	29	19	11
E00163771	25	31	5	12
E00163772	22	21	16	12
E00163773	8	15	27	35
E00163774	14	33	24	34
E00163775	23	41	24	20
E00163776	11	24	19	18
E00163777	19	26	19	31
E00163778	21	28	21	32
E00163779	17	31	22	21
E00163780	9	29	16	22
E00163781	10	20	22	46
E00163782	7	28	20	17
E00163783	34	44	32	34
E00163784	6	29	16	16
E00163785	14	25	34	23
E00163786	10	30	27	39
E00163787	28	38	32	14
E00163788	13	18	15	12
E00163789	15	26	20	20
E00163790	11	28	23	24
E00163791	14	23	20	17
E00163792	24	25	29	31
E00163793	17	32	27	31
E00163794	15	32	27	14
E00163795	9	29	17	20
E00163796	24	26	35	24
E00163797	16	33	19	14
E00163798	6	16	20	52
E00163799	15	33	19	28
E00163800	25	39	27	20
E00163801	21	27	17	19
E00163802	17	32	34	20
E00163803	4	25	30	51
E00163805	27	30	43	26
E00163806	1	12	17	25
E00163807	14	38	24	39
E00163809	16	28	27	8
E00163810	8	26	26	27
E00163811	17	29	26	45
E00163812	11	16	13	31
E00163813	8	19	29	29
E00163814	19	30	28	37
E00163815	6	19	31	63
E00163816	11	27	32	23
E00163817	4	23	26	31
E00163818	10	36	36	33
E00163819	26	54	34	12
E00163820	24	58	48	41
E00163821	22	30	32	24
E00163822	6	19	29	32
E00163824	18	31	29	33
E00163825	32	38	35	49
E00163826	14	20	27	18
E00163827	23	34	31	23
E00163828	12	17	22	16
E00163829	16	40	21	33
E00163830	31	44	28	34
E00163831	23	20	19	13
E00163832	32	32	24	41
E00163833	10	21	25	26
E00163834	10	30	35	28
E00163835	23	29	11	16
E00163836	15	29	17	23
E00163837	22	45	22	21
E00163839	9	15	23	22
E00163840	8	16	11	15
E00163841	54	47	28	20
E00163842	34	33	12	12
E00163843	1	4	5	5
E00163844	26	26	17	12
E00163845	36	19	14	8
E00163846	31	42	12	25
E00163847	22	15	4	7
E00163848	19	19	11	10
E00163849	28	31	21	11
E00163850	21	20	16	16
E00163851	10	22	13	15
E00163852	22	22	12	14
E00163853	23	32	13	5
E00163854	29	32	17	13
E00163855	52	41	23	15
E00163856	28	29	22	11
E00163857	45	32	10	9
E00163858	30	30	7	2
E00163859	31	17	11	10
E00163860	19	27	15	7
E00163861	20	23	14	4
E00163864	21	27	8	5
E00163865	14	15	21	12
E00163866	20	25	13	9
E00163867	18	21	25	16
E00163868	17	22	19	32
E00163869	25	26	23	9
E00163870	14	24	26	14
E00163871	54	36	16	15
E00163872	12	20	21	37
E00163873	16	18	25	12
E00163874	19	30	25	13
E00163875	27	44	28	16
E00163876	5	13	26	23
E00163877	22	32	23	6
E00163878	16	29	23	36
E00163879	19	27	26	19
E00163880	29	41	23	21
E00163881	16	33	29	22
E00163882	19	45	31	21
E00163883	30	35	28	27
E00163884	11	19	17	31
E00163885	8	19	30	31
E00163886	59	34	11	14
E00163887	14	16	25	13
E00163888	9	19	25	50
E00163890	12	16	21	49
E00163891	36	38	22	26
E00163892	11	19	23	27
E00163893	10	29	27	30
E00163894	10	22	32	59
E00163895	13	33	36	57
E00163896	8	24	27	52
E00163897	6	8	18	25
E00163898	26	45	28	19
E00163899	7	27	26	50
E00163900	16	22	33	41
E00163901	8	16	29	49
E00163902	44	64	18	9
E00163903	10	12	8	7
E00163904	25	24	7	9
E00163905	26	23	11	8
E00163906	4	26	23	18
E00163907	15	24	19	14
E00163908	18	21	9	8
E00163909	11	29	22	11
E00163910	45	31	14	7
E00163911	21	36	20	9
E00163912	15	33	19	11
E00163913	54	31	16	5
E00163914	6	26	29	18
E00163915	9	21	15	32
E00163916	16	33	19	23
E00163917	16	23	21	10
E00163918	17	24	28	13
E00163919	36	23	21	6
E00163920	49	27	18	10
E00163921	46	30	12	13
E00163922	38	30	8	7
E00163923	32	30	23	5
E00163924	17	17	12	11
E00163925	38	28	7	5
E00163926	29	33	6	5
E00163927	44	27	8	1
E00163928	29	25	9	12
E00163929	45	32	10	7
E00163930	45	25	8	5
E00163931	41	30	10	10
E00163932	57	47	17	5
E00163933	32	32	19	5
E00163934	41	33	6	3
E00163935	38	42	9	3
E00163936	32	21	13	4
E00163937	24	14	3	9
E00163938	36	41	15	11
E00163939	31	31	7	9
E00163940	46	34	14	7
E00163941	35	25	10	9
E00163942	35	28	11	9
E00163943	55	45	13	12
E00163944	53	19	7	3
E00163945	52	29	13	3
E00163946	41	17	9	3
E00163947	29	33	30	12
E00163948	34	38	26	14
E00163949	34	44	20	14
E00163950	45	27	13	8
E00163951	51	23	9	2
E00163952	41	18	6	2
E00163953	43	27	6	3
E00163954	44	19	10	2
E00163955	50	22	3	6
E00163956	26	24	16	8
E00163957	46	28	11	9
E00163958	54	29	11	6
E00163959	42	29	10	10
E00163960	16	24	14	11
E00163961	29	26	13	11
E00163962	13	16	14	11
E00163963	23	32	19	9
E00163964	31	32	14	11
E00163965	16	35	11	10
E00163966	23	20	19	14
E00163967	19	32	18	9
E00163968	27	34	16	7
E00163969	24	25	18	7
E00163970	27	36	15	13
E00163971	28	35	18	7
E00163972	22	25	10	7
E00163973	21	28	15	9
E00163974	21	20	6	2
E00163975	46	27	20	4
E00163976	21	28	13	12
E00163977	49	28	14	5
E00163978	38	28	15	2
E00163979	42	35	7	4
E00163980	52	31	5	3
E00163981	50	22	3	3
E00163982	18	26	21	14
E00163983	12	27	15	25
E00163984	33	35	18	16
E00163985	10	23	32	35
E00163986	16	23	15	14
E00163987	20	25	21	25
E00163988	5	19	21	24
E00163989	36	33	24	8
E00163990	36	40	11	5
E00163991	19	17	12	8
E00163992	39	32	6	5
E00163993	38	37	20	11
E00163994	27	22	29	8
E00163995	44	28	18	6
E00163996	52	51	31	19
E00163997	41	40	38	19
E00163998	30	36	19	10
E00164000	10	16	11	14
E00164001	30	45	25	18
E00164002	16	49	21	20
E00164003	22	34	34	27
E00164004	48	51	20	7
E00164005	49	47	15	8
E00164006	25	22	25	10
E00164007	24	32	17	9
E00164008	28	30	11	11
E00164009	33	20	9	8
E00164010	17	25	29	41
E00164011	6	15	5	10
E00164012	39	59	28	41
E00164013	27	42	24	27
E00164014	9	9	7	15
E00164015	26	18	13	9
E00164016	33	32	14	4
E00164017	34	16	20	14
E00164018	9	12	9	6
E00164019	24	35	20	17
E00164021	21	34	22	9
E00164022	36	29	13	5
E00164023	8	24	18	45
E00164024	5	8	14	27
E00164025	7	22	20	30
E00164026	40	40	23	18
E00164027	8	26	19	28
E00164028	29	25	25	18
E00164029	7	21	26	34
E00164030	6	14	29	31
E00164031	17	25	17	23
E00164032	24	31	19	15
E00164033	16	22	16	15
E00164034	11	29	16	24
E00164035	12	24	13	15
E00164036	21	24	25	22
E00164037	20	22	13	14
E00164038	6	17	27	35
E00164039	28	28	27	12
E00164040	16	33	22	15
E00164041	12	29	24	27
E00164042	16	16	27	30
E00164043	44	43	22	11
E00164044	16	28	14	13
E00164045	59	44	30	10
E00164047	25	29	10	8
E00164048	42	24	15	10
E00164049	12	16	10	6
E00164050	31	21	12	11
E00164051	22	37	15	17
E00164052	39	47	26	14
E00164054	16	37	19	7
E00164055	41	28	22	13
E00164056	27	39	34	26
E00164057	37	27	28	7
E00164058	40	30	24	12
E00164059	47	43	18	5
E00164060	43	45	19	11
E00164061	20	33	22	15
E00164062	38	24	22	13
E00164063	27	27	18	8
E00164064	29	21	21	13
E00164065	6	15	26	28
E00164066	15	22	19	25
E00164067	31	45	33	31
E00164068	29	47	18	17
E00164069	41	25	15	19
E00164070	49	26	21	8
E00164072	21	57	24	16
E00164073	39	26	16	10
E00164074	33	28	20	10
E00164075	14	11	12	4
E00164076	20	20	18	7
E00164077	29	17	12	11
E00164078	17	20	16	11
E00164079	35	32	25	9
E00164080	25	34	12	7
E00164081	32	33	21	17
E00164082	15	30	23	26
E00164083	18	49	44	24
E00164084	11	34	28	19
E00164085	13	41	26	28
E00164086	19	44	31	24
E00164087	14	35	23	9
E00164088	14	29	21	18
E00164089	10	24	20	6
E00164090	10	19	14	14
E00164091	13	26	19	11
E00164092	11	21	20	12
E00164093	22	26	31	12
E00164094	11	41	16	21
E00164095	9	25	29	45
E00164096	29	28	32	19
E00164097	25	31	47	21
E00164098	17	27	18	23
E00164099	14	38	29	14
E00164100	29	22	27	13
E00164101	22	29	16	8
E00164102	24	33	20	7
E00164103	18	38	30	14
E00164104	24	40	17	13
E00164105	27	25	15	20
E00164106	23	22	25	21
E00164107	47	30	20	7
E00164108	11	22	19	27
E00164109	23	37	22	31
E00164110	3	32	22	49
E00164111	21	24	36	35
E00164112	23	12	12	7
E00164113	43	36	21	8
E00164114	26	30	18	6
E00164115	26	35	12	4
E00164116	23	19	17	4
E00164117	29	26	16	7
E00164118	31	25	12	10
E00164119	26	16	17	3
E00164120	33	31	24	14
E00164121	29	28	21	7
E00164122	7	11	9	7
E00164123	35	18	22	9
E00164124	25	29	20	6
E00164125	47	51	27	7
E00164126	41	39	23	11
E00164127	30	17	15	7
E00164128	24	16	23	6
E00164129	37	34	18	18
E00164130	33	17	19	10
E00164131	24	17	24	19
E00164132	40	31	21	5
E00164133	39	44	28	6
E00164134	36	31	19	20
E00164135	28	20	12	15
E00164136	19	17	7	11
E00164137	53	45	20	6
E00164138	22	24	23	13
E00164139	28	29	22	7
E00164140	19	34	18	10
E00164141	32	29	21	16
E00164142	34	20	20	15
E00164143	50	36	24	15
E00164144	33	30	21	5
E00164145	13	37	31	24
E00164146	28	23	27	16
E00164147	28	30	12	10
E00164148	17	21	15	18
E00164149	35	22	14	10
E00164150	11	25	21	4
E00164151	37	39	39	17
E00164152	29	33	26	7
E00164153	20	25	14	10
E00164154	23	19	15	23
E00164155	19	25	17	25
E00164156	37	21	7	11
E00164157	30	31	24	19
E00164158	24	13	5	4
E00164159	13	10	6	8
E00164160	38	30	25	17
E00164161	23	23	17	14
E00164162	26	21	12	9
E00164163	29	18	7	9
E00164164	29	22	27	22
E00164165	18	18	16	13
E00164166	8	20	25	54
E00164167	21	27	16	13
E00164168	3	21	27	65
E00164169	31	18	12	7
E00164170	14	26	10	4
E00164171	15	12	9	7
E00164172	23	22	22	11
E00164173	16	32	11	12
E00164174	31	20	8	8
E00164175	22	23	13	13
E00164176	28	18	17	8
E00164178	50	31	24	15
E00164179	13	27	20	27
E00164180	20	19	27	11
E00164181	24	36	37	25
E00164182	15	27	15	36
E00164183	7	14	32	31
E00164184	14	19	23	27
E00164185	32	38	25	19
E00164186	32	20	23	10
E00164187	36	29	9	9
E00164188	15	18	19	26
E00164189	22	28	27	23
E00164190	44	21	16	12
E00164191	14	15	15	8
E00164192	17	29	11	9
E00164193	22	30	35	10
E00164194	20	22	16	11
E00164195	30	24	30	14
E00164196	27	31	17	16
E00164197	29	30	9	11
E00164198	24	34	19	11
E00164199	30	27	18	9
E00164200	24	28	9	7
E00164201	16	28	26	21
E00164202	39	37	23	15
E00164203	40	18	17	16
E00164204	45	32	30	20
E00164205	28	13	22	6
E00164206	20	23	19	24
E00164207	25	23	19	21
E00164208	44	27	29	15
E00164209	27	30	16	9
E00164210	16	16	3	4
E00164211	6	26	27	50
E00164212	10	28	30	39
E00164213	37	33	33	30
E00164214	19	33	14	17
E00164215	11	29	19	6
E00164216	18	20	11	13
E00164217	9	16	17	15
E00164218	13	14	19	21
E00164219	14	21	14	10
E00164220	39	39	20	26
E00164221	14	21	15	24
E00164222	28	32	23	19
E00164223	31	32	22	22
E00164224	43	19	20	13
E00164225	22	32	17	19
E00164226	41	34	12	12
E00164227	10	20	10	10
E00164228	21	19	13	22
E00164229	16	9	11	17
E00164230	17	21	22	23
E00164231	27	37	25	27
E00164232	25	20	10	10
E00164233	24	17	15	9
E00164234	32	23	6	9
E00164235	32	22	15	13
E00164236	26	30	10	10
E00164237	45	35	36	17
E00164238	25	23	16	13
E00164239	8	5	9	4
E00164240	34	29	18	13
E00164241	20	32	23	6
E00164242	34	22	22	9
E00164243	11	17	14	15
E00164244	50	48	38	29
E00164245	22	15	25	7
E00164246	38	19	19	8
E00164247	24	20	16	6
E00164248	15	21	22	14
E00164249	37	27	15	11
E00164250	26	26	13	2
E00164251	24	16	14	15
E00164252	6	17	14	49
E00164253	6	22	25	24
E00164254	31	27	15	14
E00164255	6	19	30	60
E00164256	24	20	21	19
E00164257	8	11	26	55
E00164258	11	18	26	58
E00164259	5	26	25	46
E00164260	25	24	34	56
E00164261	33	24	18	19
E00164262	38	36	15	13
E00164263	10	22	17	18
E00164264	24	24	18	15
E00164265	2	23	16	24
E00164266	14	27	24	59
E00164267	9	12	21	55
E00164268	7	12	32	46
E00164269	15	15	21	9
E00164270	6	14	26	65
E00164271	17	16	24	30
E00164272	7	21	20	29
E00164273	28	12	23	7
E00164274	12	7	8	15
E00164275	9	13	13	2
E00164276	5	10	8	6
E00164277	26	30	24	9
E00164278	27	27	16	6
E00164279	47	30	15	5
E00164280	41	52	15	7
E00164281	11	8	7	6
E00164282	18	29	26	20
E00164283	36	27	18	7
E00164284	36	33	28	12
E00164285	18	20	8	3
E00164286	19	19	16	9
E00164287	21	29	21	15
E00164288	30	31	10	8
E00164289	38	27	11	17
E00164290	55	25	19	7
E00164291	17	21	24	23
E00164292	31	33	13	8
E00164293	35	33	22	25
E00164294	29	16	11	7
E00164295	30	24	6	8
E00164296	38	27	11	11
E00164298	47	34	12	11
E00164299	17	19	10	8
E00164300	21	22	18	16
E00164301	10	13	14	6
E00164302	25	24	15	9
E00164303	18	18	15	9
E00164304	37	25	14	6
E00164305	14	22	14	7
E00164306	14	13	16	15
E00164307	25	33	16	15
E00164308	34	28	31	11
E00164309	24	15	19	9
E00164310	29	20	23	12
E00164311	12	11	14	5
E00164312	23	8	17	5
E00164313	18	9	12	10
E00164314	18	9	12	6
E00164315	8	17	16	10
E00164316	12	6	9	5
E00164317	20	16	17	6
E00164318	26	10	19	5
E00164319	25	15	20	8
E00164320	10	22	19	18
E00164321	16	29	24	22
E00164322	20	14	17	3
E00164323	7	18	25	27
E00164324	9	27	21	29
E00164325	3	16	20	16
E00164326	16	18	18	16
E00164327	9	19	20	6
E00164328	5	10	24	25
E00164329	9	18	33	51
E00164330	33	16	13	9
E00164331	38	32	40	25
E00164332	12	30	21	22
E00164333	22	16	8	5
E00164334	26	14	23	17
E00164335	11	20	19	22
E00164336	27	36	23	14
E00164337	11	20	18	21
E00164338	19	22	19	13
E00164339	11	15	31	39
E00164340	18	11	16	3
E00164341	21	31	24	29
E00164342	19	35	20	24
E00164343	15	22	23	13
E00164344	29	23	14	4
E00164345	42	27	13	12
E00164346	32	37	12	17
E00164347	35	25	19	7
E00164348	59	29	14	15
E00164349	35	20	9	6
E00164350	30	31	17	14
E00164351	31	26	7	12
E00164352	36	21	9	9
E00164353	45	18	14	9
E00164354	20	21	14	14
E00164355	56	24	7	7
E00164356	26	19	15	8
E00164357	33	39	24	21
E00164358	55	27	21	13
E00164359	12	16	25	38
E00164360	22	25	23	24
E00164361	23	30	27	16
E00164362	38	29	22	11
E00164363	34	33	10	6
E00164364	32	37	17	22
E00164365	35	26	21	22
E00164366	55	29	10	9
E00164367	48	24	16	9
E00164368	43	32	12	13
E00164369	39	21	15	17
E00164370	36	20	18	8
E00164371	57	25	16	7
E00164372	30	30	15	6
E00164373	14	13	13	16
E00164374	17	12	5	3
E00164375	35	17	16	2
E00164376	36	29	12	6
E00164377	33	20	13	5
E00164378	19	26	13	7
E00164379	28	35	10	6
E00164380	56	31	4	6
E00164381	6	29	18	14
E00164383	11	27	22	11
E00164384	4	27	20	50
E00164385	26	21	29	14
E00164386	25	32	23	9
E00164387	13	28	26	39
E00164388	26	17	32	22
E00164389	5	26	28	37
E00164390	3	16	14	36
E00164392	10	32	32	76
E00164393	6	17	29	67
E00164394	37	39	22	12
E00164395	38	34	18	6
E00164396	33	43	20	12
E00164397	15	34	26	12
E00164398	24	19	9	3
E00164399	40	32	18	13
E00164400	19	33	16	17
E00164401	24	27	13	9
E00164402	25	25	16	26
E00164403	12	38	25	35
E00164404	46	36	18	17
E00164405	22	25	27	27
E00164406	11	27	17	33
E00164407	61	42	25	9
E00164408	32	22	13	18
E00164409	58	51	23	32
E00164410	57	39	37	15
E00164411	58	37	15	13
